comment_text,labels
Để cái tên đồng chí Thị Hòa nghe nó nhà quê vậy edit. Để Nguyễn Hòa cũng được nghe nó thuận hơn đó,2
Người Việt Nam tuyệt vời! Tự hào là người Việt Nam 🇻🇳 #TrangPhap #MaiLaNguoiVietNam,2
Cuối cùng là ai giải được X; Anh Tú mới tìm đc ra 1/2 X còn nửa X nữa ai tìm hộ nốt 😂,1
Năm nay chỉnh màu cà da mạnh hơn mọi năm đúng hem 🥹,1
Chiến sĩ Đỗ Hải Đăng làm tốt lắm; em tự hào về anh💪💪💪🔥🔥🔥,2
❤️ thượng úy lê hoàng hiệp tui mê soái ca quân nhân,2
Bài hát cực kì ý nghĩa ạ 😭😭😭 e nghe suốt từ tối qua đến giờ,2
Ông Hiệp ổng trắng ghê,2
mùa này tốn các đồng chí quá,2
Sao nhập ngũ một chương trình hay,2
S chưa thấy pew pew r nhuengx đồng chí khác nữa nhỉ. Mình cứ tưởng ngay tùe tập 1 là mọi người sẽ có mặt hết như mọi năm,1
Cmt bị chồng chửi nhưng vẫn cmt😂 2 cực phẩm,2
🙂‍↔️,1
bà linh cx khỏe thiệt chứ,2
Sao nhập ngũ toàn con người cũ :)),1
Tr ơi chúc mừng bà Linh nhé giỏi quá trời rùi 🫶🏻🫶🏻🫶🏻,2
khả năng đứt dây chằng,1
phương trình X vẫn chưa giải được,1
Mình vẫn thấy Huỳnh anh đẹp,2
Đồng chí Hải Đăng giỏi v trời 🥰,2
Bạn Đăng giỏi quá ;chúc mừng bạn nha,2
Đai đen khoẻ phết chứ đùa,1
du idol thôi :))),1
cho em cười mấy😄😄😄,2
Để mà nói công tâm thì 2 bạn diễn viên ko thể thần thái bằng H được,2
Thị Hoà 🤣,2
Hóng đồng chí Nguyễn Thuỳ Trang ở sao nhập ngũ quó 😍 #mailanguoiVietNam #TrangPhap #SaoNhapNgu2025 #SaoNhapNgu #SaoNhapNguConcert,2
Nụ cười chuẩn quân nhân🥰đủ tươi đủ gần gũi đủ chuẩn chỉnh🥰,2
❤️❤️❤️❤️,2
Đồng chí Hiệp đẹp trai tỏa sáng,2
Đúng là những con người cảnh,1
Ôi đ/c Thị Hoà của tui giỏi quá!,2
ộ i i,1
Đồng chí Hoàng Lan xịn v ạ!!?   #SaoNhapNgu2025 #Lyly #concertsaonhapngu,2
xem nè 🤣,1
Chúc mừnggg đồng chí Nguyễn Thùy Trang 🇻🇳 #TrangPhap #MailanguoiVietNam,2
Thị Hoà :))),1
Uống vậy an toàn hơn uống nước ngọt còn j😂,1
Chipu giỏi quá,2
Huỳnh Anh,1
Uyên Dt double viíual:)),1
Đồng chí Duy giỏi quá 💖,2
Mấy bà vừa phải thôi 😂😂😂,2
Chúng tôi thất vọng về đồng chí Độ !,1
Cái em huỳnh anh lúc nào lên sóng cười tít mắt y con trai mình 🤣🤣🤣,2
Đồng chí Thị Hòa 😁😁🤭🤣,2
Ăn tiền pr chắc luôn 😭,1
Linh Ngọc Đàm giỏi thật,2
Để em hếtt,1
🤭🤭 có r nhá c,1
Hóng suộc của đồng chí Thùy Trang hát ca khúc này trong Sao Nhập Ngũ quá 🤗🤗  #MaiLaNguoiVietNam #TrangPhap,2
có người uống nước canh luộc với đá giống anh kìa.,1
1 người mạnh thể lực và 1 đồng đội mạnh miệng 😀,2
😋😋,2
Cũng cũng không thể nào mà lại có thể như thế được:)))),1
Ca si nao cung dep hay rieng cua 1 nfuou ca si  n2o25 chuc ttat ca nh ca si vui tre dep toa samg co vo hien chuc tr5 hanh phuc,2
Tự hào quá ❤ #MailanguoiVietNam​ #TrangPhap​ #HaLe,2
giỏi,2
Mãi là người Việt Nam  #TrangPhap #MailanguoiVietNam 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,2
Mê  mỗi ổng  Hiệp  vẫn  sáng  bừng  giữa  dàn  cast,2
Quá ngọt ngào rồi 🤣,2
Đề nghị tăng lương cho editor🤣,1
Khi mình có đồng đội mạnh! Thì mình xin phép mạnh miệng 🤣,1
Top 1 canh rau muống,1
Quá tuyệt vời Mãi là người Việt Nam 🇻🇳  #TrangPhap #MailanguoiVietNam,2
Hiệp sáng nhất🥰,2
Hóng lê hoàng hiệp,2
Lính mà; mấy chấn thương này là nhỏ mà,1
Đã Hoàng Hiệp lại còn Huỳnh Anh,1
HA đã đẹp rồi mà HH còn đẹp hơn nữa 😍,2
Trước giờ rất thích Huỳnh Anh,2
Có ai nhìn tay hoang hiệp đẹp hơn tay huỳnh anh ko ? Kkk,1
Huỳnh Anh dễ thương mà ; cá nhân mình thix nhìn hơn đc Hiệp,2
Bàn tay của ông hiệp đẹp hơn dv huynhanh lun á tr 🥲🥲,2
thề ông hề méo chịu dc :)),2
Canh rau muống luộc ấy . Ngon lắm mà,1
Thích Huỳnh Anh đóng phim lắm.rất hay mà không lằng nhằng phim giả tình thật.diễn giỏi thoát vai nhanh♥️,2
Huỳnh Anh đóng phim Mắt lụa rất dễ thương.,2
Hồi còn nhỏ  mê nhít anh Huỳnh Anh giờ lớn rồi mê một mình anh hiệp thôi 🤩,2
HA và AB là diễn viên; lên hình chăm chút; makeup; góc máy bla..bla..còn anh Hiệp giang nắng giang sương; mặt mộc; mồ hôi nhễ nhại đen sạm nhưng thần thái không ai lại anh; bravo,2
Đồng chí Thanh Độ giỏi quá 🤣,2
❤️LHH,2
Tui muốn hỏi đồng chí Hiệp xài kem body gì mà trắng mịn vậy,1
idol bước nhìn đỉnh luôn :)),2
🤣🤣🤣🤣🤣,2
Xem chán quá tua 30 lần vẫn chả thấy gì :))))),0
cũng tạm,1
Huỳnh Anh 🥰,2
Đẹp thì k đẹp hơn BA với HA. Nhưng t thích cái thần thái quân nhân của em này,2
Quảng cáo cho nhà tài trợ tí,1
😂😂,2
Quan trọng vẫn là thân thiện và tử tế đàng hoàng nên ai ai cũng thiện cảm với đc  Hoàng Hiệp .  Nhiều thằng đẹp trai nhưng sống rất chó má rất đểu cáng,1
Lan Ngọc ơi k ngờ e lại k làm được 🤣 hỏng rồi hỏng rồi 😁😁😁,1
Ôi; nhạy cảm quá 🤡,1
Ôi bạn Hiệp này tập luyện mệt thế mà còn tham gia Sao nhập ngũ nữa thì còn thời gian nào nghỉ ngơi nữa,2
Này NọcNọc làm nv là đạt xuất sắc luôn. Từ tới giờ bả toàn đứng 1 chân :)))),1
Quả đấy mà đc Khải rep “Rách việc” là có thể cười đến chếch🤣,2
Sắp tới sẽ là thì diễm lên hình,1
Mốt a mua bịch gội cho nhẹ nha a,1
Đã Huỳnh Anh lại còn Hoàng Hiệp 😎,1
Quả khen đúng quy trình công nghiệp cmnl :))))))),1
Vãi cả biu ;quả khen kiểu bị ép buộc lắm,1
Sao lại để là Thị Hoà đọc cứ làm sao ấy,1
Ok thật mà. Hồi xưa cô dạy môn Tâm lý của mình cũng bảo vậy mà.,2
Coi mười mấy lần không thấy đẹp chỗ nào; để coi tới tối xem sao 😂,2
Hai ông này mặt gần giống nhau,1
đời đời  ghi nhớ công ơn của các vị anh hùng Liệt Sĩ đã hi sinh thân mình để chúng ta có được hoà bình ngày nay❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2
đc Hòa muốn đòi lại công bằng: đc Khải phải khen tôi trên sóng truyền hình( cho ba mẹ;người thân và fan club tôi coi!) đc Q Khải: thế thì hẹn đc mùa sau nhé! tôi sẽ khen đc hết lời luôn! đc Hòa: nữa hả !😇😅,1
cõng bà ngọc cái bà ngọc nhã vía bà Tú liền luôn,1
Đ/c Khải khi được đ/c Lan Ngọc khen cười đẹp mà vẫn chối Không đc luôn 🤣,2
T tưởng mùa này có cả Hương Giang nữa,1
x-1=2 =)),1
Đc Lan còn khoẻ lắm :))) #SaoNhapNgu2025 #SaoNhapNgu,2
Xem xong tập 2 thấy kiểu toàn né tránh,1
Thị Hòa 👍,1
Ct sao nhập viện 😔,1
Tự hào quá #SaoNhapNgu2025 #SaoNhapNgu,2
đẹp thật diễn viên Bình An nổi trội với quân phục,2
Cô thích nhất hình này,2
Đã Hoàng Hiệp lại còn Huỳnh Anh combo luôn á😂,2
Huỳnh Anh duyên quá ! Tui mê cả hai nha 😘,2
Tui cũng gu bác,2
Có Diệu Nhi là phải xem thôi. 😍😍,2
Tui nể chủ khênh luôn; khó vậy mà làm được 😄,1
Ai chưa uống đúng là phí  tôi vẫn cho đá vào canh rau muống,1
Chữ tài liền với chữ tai 1 vần Ai là những kẻ háo danh Hãy nhìn gương sáng cho nhanh cuộc đời,1
Đã vào quân đôi là đau cung pai chiu đưng,1
Ôi chị Ngọc của tui yêu wa đi😘😘😘,2
Đàm tổng vẫn đáng yêu quá,2
Cảm ơn. Duyệt Đẹp.  Các. Chiến Sĩ.   Một Hai một.  . Học. Thì. Dốt.  .Lao. Động. Thì. Lười. .Lại Đòi. Lên. Lớp.           Hì hì.  Kkkkkkk. Đùa.  Tý.  Các bạn.,2
2 bạn ý đều đẹp,2
Thị hoà đang ở gần phủ chủ tịch nước nhé,1
Miền Bắc có không ạ?,1
Tên đội mình là chỉ mình anh mới hay;ai ở ha noi qua phủ chủ tịch gặp thị hoà nhé,1
Canh rau muống luộc quả sấu cho đá ngon mát nha,1
Để nghị chương trình yêu cầu các đồng chí thực hiện nghiêm túc nhiệm vụ như mùa đầu xem rất nghiêm ; rất hay của mùa đầu ; nhìn gắt mới đúng môi trường quân đội Biết là chương trình giải trí rồi k nên nghiêm khắc quá ; nhưng vẫn muốn sự nghiêm khắc của kỷ luật thép tại quân đội 💪🏻💪🏻,1
Dạ mn thông cảm; chị nhà e đc cái hay gáy☺️,1
100 cuộc gọi nhỡ từ Clear,1
Công nhận năm nay hay nha.,2
Tươi quá ak đồng chị Huỳnh Anh,2
Tình yêu nước trong bài hát của Trang Pháp thật sự làm tôi cảm động! Cảm ơn cô ấy vì đã tạo ra một tác phẩm tuyệt vời như vậy!  #TrangPhap #mailanguoiVietNam,2
Nhìn mặt đồng chí này ko nghiêm túc nổi,1
Dàn sao nhập ngũ lần này đẹp quá,2
Mê 🤩🤩🤩,2
./.etc./.,0
Đẹp quá 😍😍,2
Ông Hiệp vẫn thần thái hơn,2
Rồi ông cố nội diễn viên vào đó làm gì,1
gấp đôi sự …😆,1
MÃI LÀ NGƯỜI VIỆT NAM 🇻🇳   #MailanguoiVietNam #TrangPhap,2
Công nhận ai cũng thích khen nhỉ,1
Thị Hoà 😂😂😂😂😂,2
Diệu Nhi ; Hậu Hoàng cố lên ; em tự hào về 2 chị❤️❤️❤️❤️❤️,2
2có nét giống wa,1
Gặp nhau rùi thật khó lìa xa 🤣,1
Hay này,2
Bộ ba đẹp sỉu đi trước thế này thì 😍,2
Chắc có tôi là không thích đồng chí này; không phải gu nên thấy bình thường,1
Nhạc sĩ hình như có nhóm nhạc mà sao không thấy hát nhóm vậy ta.. https://www.facebook.com/share/p/1B7P99xCzX/,1
Thích con trai có nụ cười giống Huỳnh Anh,2
CHÚC MÃI TOẢ SÁNG… MÃI THĂNG HOA… NIỀM TỰ HÀO VIỆT NAM 🇻🇳  CHÚC AN VUI 😆,2
Toàn zai đẹp,2
Ủa nhìn giống huỳnh anh dạ,1
Zô đây hành bả đi he tới runningman Tútút hành chị lại cho coi😂,1
Ái chà;ngon quá  https://123qq88.me/linkctv2,0
Huỳnh anh đẹp quá đi.,2
Chuẩn người Hà Nội rồi,1
Ông Độ mặt tấu hề thiệc😆,2
Sao hài ; già ; ca sỹ ỏng ẹo nhập ngũ. Nên mọi người chỉ hóng bộ đội thật tên lê hoàng hiệp từ thần thái đến ý chí quá đỉnh.  Họ là hình ảnh thật quá đẹp trong khi sao thì nhạt,1
Sau chấn thương lùn đi trông thấy,1
Tôi tưởng là phải quay lưng vào nhau theo hướng dẫn cơ mà.sao lại kéo co thế kia ạ,1
2 chiến sĩ huynh anh và thanh duy là thi đấu ko sai luật;đó là quay lưng vào đối phương theo hướng dẫn.mấy đội kia sai luật hết ạ,1
Sao thấy Hoà Cao bằng Chipu nhỉ,1
https://vt.tiktok.com/ZSSEssP9a/,0
Ôh HN tụi tui uống thế thật đó 🤣 Lúc luộc đừng cho gia vị là đc,1
Hóng tập 2 xong rồi giờ đến chờ đợi tập 3 của các đồng chí🍀🍀,2
bà thấy chồng tui chưaaaaa,1
Chệch khớp đầu gối đii nắn xong sau này biến chứng cả đời,1
C tôi mạnh thật; mạnh miệng🙂,1
https://vt.tiktok.com/ZSHsKVtHYPbxo-xaGW9/,0
Trả lời rất thông minh,2
Đồng chí Hải Đăng Doo biết gáy rồi nhaaa🤣🤣,1
Đồng chí Hải Đăng giỏi quá 😆 giờ còn biết gáy nữa cơ,2
Gioir quá giỏi gòi Hải Đăng Doo ơi,2
Đồng chí Hải Đăng Doo giỏi thật sự ấyy🫶,2
Đội Đèn Trong Mưa gáy được; làm được. Hai anh em đồng chí Tim và Hải Đăng Doo phối hợp quá ăn ý. Chúc mừng hai đồng chí! Cơ mà tội nghiệp đồng chí Mạc Văn Khoa nhiều chút vì chưa kịp hiểu chuyện thì đã kết thúc trận đấu 🥲🥲,2
Đội đèn trong mưa thể hiện tốt quá; đồng chí Hải Đăng Doo rất cố gắng luôn,2
Nhưng mà lần đầu tham gia như vậy là đồng chí Hải Đăng Doo giỏi lắm ý🫰🏻,2
Sự cố gắng của Đồng Chí Hải Đăng mang lại kết qủa xứng đáng,2
Đội Đèn Trong Mưa tinh thần phối hợp ăn ý ghê nơiiiii luôn. Nói được làm đượcccc! Đồng Chí Hải Đăng Doo giỏi nháaaa!,2
Team Đèn Trong Mưa thật tuyệt vời ❤️❤️❤️❤️,2
Toàn zai đẹp  Thế này trời Huỳnh anh cười đẹp quá,2
Đã xem ; cười 🤣,2
Để ý bạn Hải Đăng Doo khi tham gia chương trình rất lăn xả có ý chí muốn học tập trau dồi kinh nghiệm từ các anh chị đi trước nha,2
Đồng chí Hải Đăng Doo rèn luyện tốt; học tập tốt nhé 🫶,2
Huỳnh Anh cười đẹp trai vãi,2
Ở nhà đại ka mình cũng toàn vậy,1
Trương trình quảng cáo cho ck của các đồng chí luôn,1
đồng chí Hải Đăng Doo giỏi quá ạa,2
Anh em Đăng Tim gáy nhưng gáy 1 cách ngạo nghễ nha. Kết hợp ăn í đem chiến thắng vẻ vang về cho đội🤭,1
A Tim lực thật,2
Đội “Đèn trong mưa” xuất sắc 100đ. Xin lỗi đồng chí Khoa; đội kia mạnh quá 🤭,2
Đội Đèn Trong Mưa cả 2 phối hợp vô cùng ăn ý; tinh thần đồng đội cao. đồng chí Hải Đăng Doo tay vẫn chưa tháo đinh nhưng đã hoàn thành tốt nhiệm vụ 1 cách xuất sắc. Chúc mừng đội Đèn Trong Mưa nhé,2
2 tên Mặt Trắng Đỉnh Lóc cùng d/c LHH,1
Huấn luyện kiểu j mà chưa j 2 bả đã nạng rồi,1
Đồng chí Đăng cố gắng lên nhé; luôn mang vui vẻ đến mọi người nè,2
Chipu giống hsinh lớp 8,1
Yêu team Đèn Trong Mưa vì rất đoàn kết; kết hợp ăn ý và có chiến thắng thuyết phục; còn team 80 thì rất đáng yêu; các đồng chí cố lên,2
Tự hào đồng chí Phạm Trần Thanh Duy quá 🫶  #ThanhDuy #SaoNhapNgu2025 #SaoNhapNgu,2
Ngon mà. Nhà tui toàn uống nước rau muống với đá,1
Tếu thế !,1
Chắc phải in phao đem dô quá 🫰 Setlist sẽ chấn động 😍,1
Một khung hình hai cực phẩm 😍😍,2
Đẹp tuyệt,2
hii,1
Bi rain và kim bum VN,1
Xăm lon,0
Yêu Đèn trong mưa wa ; đồng chí Hải đăng và Cát Vũ giỏi lắm,2
Nụ cười của HA đẹp quá. Nhìn các cậu ấy mê quá luôn. Ngưỡng mộ người lính và tự hào lém lém lém á.❤️❤️,2
HA chuẩn gu tui mà lâu ko thấy ông đóng phim nữa,2
Mùa hè cứ nước rau muống luộc vs 2 cục đá thêm bát cà là xong cơm :)),1
Có một đồng chí giống mạnh tường thế nhỉ,1
Ước hai anh đống phim chung còn gì bằng 😃,2
Thương quá,2
từng ấy năm đã rèn luyện cho ông anh toai chu đáo hết mức tránh xa mọi drama🤡,1
Mình rất thích bạn Linh nha. Trầm trầm không cần này nọ; khi vào làm nhiệm vụ cực nghiêm túc.,2
Kênh tiếng và kênh hình sao mà đã tai đẹp mắt luôn. Ban biên tập Sao nhập ngũ xuất sắc quá; tuyệt vời quá 🫶💖 Các đồng chí thì tuyệt đối điện ảnh và sáng vẻ đẹp người lính bộ đội Cụ Hồ ạ. Nhưng cho mình hỏi thêm giọng hô điều lệnh là của đồng chí nào ạ,2
Hoàng Hiệp và Huỳnh Anh có nhiều nét giống nhau. 👍,1
rách việc thật đấy🤣🤣,1
xem ở chộ nào vậy,1
2 chau vui qua nhi,1
…,1
HA cưới tươi thế,1
Đồng chí chỉ huy mới nhìn thấy nghiêm túc quá; nhg lúc cười thấy trẻ và đẹp trai quá à,2
Nhìn em nó ngồi cũng nghiêm túc cơ.🥰,2
Đồng chí Hải Đăng đã rất cố gắng; cứ thế phát huy nhé🎉,2
Đồng chí Đỗ Hải Đăng vào đây như cá gặp nước nhỉ? Chơi vui nha Mụp,2
Trông Đăng nó to cao trẻ trung hừng hực thế kia mà a Khoa không đoán được thắng thua ư 😂,1
chỉ làm mầu là giỏi ; đellete,1
Tao thấy bt mà,1
"Team Đèn trong mưa phối hợp ăn ý quá. Em Hải Đăng sau khi quen với các anh chị hơn 1 chút thì đã biết ""gáy"" nhẹ rồi; đúng tinh thần thể thao quyết chiến quyết thắng",2
cậu ơi 🌚🌚🌚,1
Ngu,0
❤️❤️❤️❤️❤️,2
Em ưng cái cap nha Sao ơii; “Đồng chí Hải Đăng cứ thong dong chiến thắng thôiii”. Hải Đăng Doo mãi keoo,2
ck là để yêu a là để ngắm 😂😂😂,1
Đồng chí Đỗ Hải Đăng giỏi quá #HaiDangDoo #SaoNhapNgu2025,2
Đẹp trai quá,2
Mùa này nhiều content qá 😆😆😆,2
Đẹp zai quá chừi ưi,2
đá với canh sấu chuẩn bài,1
Duy Nhất 4 phút chắc chân 10cm,1
Canh rau muống luộc sấu cho đá vào eo ơi ngon lắm luôn,1
Mê ảnh quá,2
2 anh đẹp trai quá trời,2
Mê ông trưởng tộc ghê,2
Dz zậy cha,2
 ô kìa kkk,1
Trông Như thằng trộm chó.,0
Tay hiệp nhìn còn đẹp hơn huỳnh anh luôn nha,2
))),1
Giảm cân chưa bao giờ là khó hay là muộn cả..mình đã thành công giảm từ #70kg  xuống còn #55kg  sau  gần 3tháng thôi ..bạn nào cùng hoàn cảnh thừa cân thì ib mình tv cho mình nhé,0
Hoàng Hiệp . Huỳnh Anh,1
Chỉ miền bắc bọn tôi mới thế thôi.miền khác k có😆,1
Mọi ánh nhìn điều đổ về a Hiệp; 2 a diễn viên bị lu mờ luôn 😁,1
Ôi dơig,1
Đồng chí Hải Đăng thể hiện tốt quá,2
Ai cũng đẹp trai,2
Đc Hiệp đang thực hiện nhiệm vụ A80 mà  sao vẫn tham gia sao nhập ngũ đc a. Thắc mắc quá 😄,1
Nói chuyện 2đứa mjh cùng quê 😅,1
Xem cười điên😀,2
Tui thích nụ cười của Huỳnh Anh,2
Một thời đi lính thích nghe nhạc LyLy 🥰,2
team Đèn trong mưa giỏi quá; Hải Đăng Doo cứ phát huy như z nhaaaa #HaiDangDoo #SaoNhapNgu,2
Đã đẹp trai thì đi cầu cũng đzai nứa,2
Thôi đủ rrrrr,1
🤣🤣🤣🤣 Hài quá rồi nàng ơi!,2
Ấn tượng anh Huỳnh anh trong bộ phim mùa Xuân trở lại,2
Tay H còn đẹp hơn dv HA nữa,2
